Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Azerbaijan,AZE,49.5999984741211,49.2000007629395,48.9900016784668,..,48.4199981689453,48.2900009155273,48.6300010681152,48.5900001525879,65.5800018310547,63.189998626709,..,..,..,..,64.9000015258789,65.3000030517578,65.5999984741211,..,66.5999984741211,66.9000015258789,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Bangladesh,BGD,..,..,84.4000015258789,..,..,83.7399978637695,..,..,83.894401550293,..,..,..,79.2050018310547,..,..,79.1968994140625,..,..,79.4000015258789,77.9994964599609,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Brazil,BRA,74.7593002319336,73.9844970703125,..,73.7535018920898,73.9291000366211,73.2003021240234,74.3821029663086,74.1984024047852,74.3628005981445,74.2267990112305,74.8696975708008,74.046501159668,..,73.3541030883789,73.1556015014648,72.3014984130859,72.5494003295898,69.0084991455078,65.7637023925781,64.5940017700195,64.647102355957
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Canada,CAN,65.9748992919922,66.7197036743164,67.323600769043,66.8249969482422,67.0754013061523,67.5877990722656,67.6962966918945,67.69580078125,67.6032028198242,67.9073028564453,67.9552001953125,65.0507965087891,65.2708969116211,65.7181015014648,65.5401000976563,65.5550994873047,65.3535003662109,65.3287963867188,64.8687973022461,65.4056015014648,65.3619003295898
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Colombia,COL,68.9599990844727,66.4000015258789,61.439998626709,72.7419967651367,71.8980026245117,73.3619995117188,72.5240020751953,73.3300018310547,..,71.7580032348633,71.7890014648438,73.1829986572266,73.9934005737305,75.1097030639648,75.7059020996094,75.535400390625,75.9897994995117,76.3398971557617,75.5017013549805,75.2210998535156,74.6811981201172
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Denmark,DNK,68.3475036621094,68.5662994384766,68.19580078125,68.2910995483398,68.2398986816406,67.8094024658203,68.0960006713867,67.9442977905273,68.7356033325195,68.5002975463867,68.9645004272461,65.5473022460938,63.3045997619629,63.1446990966797,62.3334007263184,61.7711982727051,62.2033004760742,62.7890014648438,63.8634986877441,62.6880989074707,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Czech Republic,CZE,67.0821990966797,65.0346984863281,64.2627029418945,64.2675018310547,64.8880996704102,64.2977981567383,63.296199798584,64.2735977172852,64.5696029663086,65.4524993896484,65.8435974121094,64.3043975830078,63.7014007568359,63.6020011901855,63.611499786377,64.0531005859375,64.7228012084961,65.1371002197266,66.0744018554688,66.9419021606445,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,"Egypt, Arab Rep.",EGY,66.0899963378906,68.2300033569336,42.75,65.5299987792969,63.1599998474121,42.1300010681152,44.0900001525879,..,65.8300018310547,66.1900024414063,68.3385009765625,68.5213012695313,71.3065032958984,67.7652969360352,67.0383987426758,66.1539993286133,65.4791030883789,63.8899002075195,63.4897003173828,61.3742980957031,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,France,FRA,56.4749984741211,56.6837005615234,57.5635986328125,58.3240013122559,58.0490989685059,58.2737998962402,57.8588981628418,57.6874008178711,57.4196014404297,57.6515998840332,57.9576988220215,56.8039016723633,56.6431007385254,56.393798828125,56.0129013061523,55.3923988342285,54.5666007995605,54.3214988708496,54.4264984130859,54.7953987121582,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Germany,DEU,61.3372993469238,61.6153984069824,61.5648002624512,61.0554008483887,59.9813003540039,58.7146987915039,57.4536018371582,58.6101989746094,59.4813995361328,60.5923004150391,61.3917999267578,60.8298988342285,61.2000007629395,62.5271987915039,62.7481002807617,62.7624015808105,62.8198013305664,62.5942001342773,63.5964012145996,63.9375,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Hungary,HUN,51.7554016113281,53.8172988891602,54.285400390625,54.0758018493652,54.0551986694336,54.6146011352539,54.4443016052246,54.2327003479004,54.7624015808105,54.5502014160156,53.668399810791,51.9339981079102,51.1263999938965,51.8730010986328,52.5292015075684,54.0262985229492,57.1754989624023,58.9389991760254,61.040599822998,62.6912002563477,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Iceland,ISL,84.5110015869141,85.6819000244141,86.6875,87.0747985839844,84.3622970581055,83.8448028564453,82.4290008544922,83.3015975952148,84.6184997558594,85.2780990600586,83.6732025146484,76.8898010253906,76.9552993774414,76.6957015991211,77.4121017456055,78.9418029785156,81.3320007324219,82.9033966064453,85.1891021728516,84.285400390625,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,65.8938980102539,..,..,..,..,66.2983016967773,..,66.4899978637695,..,65.9700012207031,64.9800033569336,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,70.2900009155273,..,65.0899963378906,62.8600006103516,62.1599998474121,60.5800018310547,..,..,..,62.5499992370605,62.9500007629395,63.0400009155273,63.6500015258789,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Ireland,IRL,63.8967018127441,66.2098999023438,68.0912017822266,68.4545974731445,67.5190963745117,67.1676025390625,67.4701995849609,69.0123977661133,70.0869979858398,72.5610961914063,69.5064010620117,61.3676986694336,58.2046012878418,56.9567985534668,56.5997009277344,58.6717987060547,60.1139984130859,61.671501159668,62.8254013061523,63.717399597168,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Israel,ISR,63.1570014953613,62.4550018310547,62.4300003051758,61.7760009765625,59.9949989318848,59.5989990234375,60.6380004882813,61.568000793457,62.3860015869141,63.7200012207031,64.661003112793,62.5359992980957,63.4169998168945,64.265998840332,64.629997253418,65.109001159668,65.3769989013672,65.7460021972656,65.8840026855469,66.1129989624023,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Italy,ITA,56.1567993164063,56.342399597168,56.5279998779297,56.8517990112305,57.4202003479004,57.8737983703613,58.0141983032227,57.3115997314453,57.5434989929199,57.4930992126465,57.0724983215332,55.5665016174316,54.6534004211426,54.3014984130859,53.4336013793945,51.9165992736816,51.7417984008789,52.2186012268066,52.7985992431641,53.2271995544434,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Japan,JPN,74.0641021728516,73.2225036621094,72.663200378418,71.7427978515625,70.5705032348633,70.0641021728516,69.8195037841797,69.9418029785156,70.0205993652344,70.2546005249023,69.7791976928711,68.2142028808594,67.7347030639648,67.7129974365234,67.5257034301758,67.4893035888672,67.7329025268555,67.7769012451172,68.0696029663086,68.443603515625,69.3210983276367
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Kenya,KEN,..,69.4555969238281,..,..,..,..,..,61.2000007629395,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Kuwait,KWT,..,..,..,..,..,75.6600036621094,..,82.8300018310547,88.5999984741211,87.4000015258789,87.2399978637695,86.5,86,..,..,..,..,86.2200012207031,87.0199966430664,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Latvia,LVA,57.74169921875,57.8107986450195,55.2326011657715,54.7207984924316,56.3347015380859,57.0200996398926,58.3162002563477,58.9981002807617,62.6435012817383,64.5587997436523,63.7535018920898,53.0222015380859,50.2428016662598,53.1380004882813,55.6968994140625,57.7859992980957,58.6244010925293,59.926700592041,59.8019981384277,61.1963005065918,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.2999992370605,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Malaysia,MYS,80.6600036621094,79.9300003051758,79.2900009155273,79.5500030517578,78.8399963378906,79.1699981689453,78.129997253418,77.2300033569336,77.2900009155273,77.0400009155273,76.5,76.0599975585938,75.2900009155273,77.4000015258789,78.129997253418,78.5899963378906,78.4300003051758,78.2900009155273,77.6600036621094,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Maldives,MDV,..,..,71.2900009155273,..,..,..,..,..,..,..,..,..,51.5999984741211,..,..,..,74.7099990844727,..,70.2861022949219,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Malta,MLT,..,..,66.0102996826172,67.1617965698242,66.274299621582,66.1027984619141,65.5717010498047,64.0056991577148,63.9826011657715,63.7631988525391,63.1313018798828,62.3025016784668,62.5055999755859,63.0637016296387,62.4718017578125,62.3175010681152,62.8086013793945,63.2453002929688,64.2023010253906,64.7568969726563,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Mexico,MEX,81.0250015258789,81.181999206543,79.9990005493164,79.3639984130859,77.9727020263672,77.652702331543,77.4570999145508,77.6109008789063,77.997802734375,77.5744018554688,76.9184036254883,74.7707977294922,74.4680023193359,74.382698059082,74.9216003417969,74.6325988769531,74.4972991943359,74.6717987060547,74.7292022705078,75.0024032592773,74.8977966308594
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,66.7971136099009,67.5294844064008,65.3369718832816,65.7834063042573,..,..,..,64.9405906882826,65.081259513882,66.090665632307,66.1926867180954,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Netherlands,NLD,69.7628021240234,70.2282028198242,71.5892028808594,72.173698425293,72.4198989868164,70.7294006347656,69.915397644043,69.3905029296875,70.2108993530273,71.1512985229492,71.5357971191406,70.8137969970703,68.3255996704102,67.2509002685547,67.0052032470703,65.7184982299805,65.463996887207,65.5514984130859,65.7680969238281,66.2667999267578,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,New Zealand,NZL,67.8190994262695,68.0663986206055,68.950798034668,69.7671966552734,70.6943969726563,70.478401184082,71.8322982788086,72.3812026977539,72.855598449707,73.0155029296875,72.1041030883789,70.0712966918945,69.7667007446289,69.9181976318359,69.0411987304688,69.6717987060547,70.7817993164063,70.6689987182617,71.7381973266602,72.9921035766602,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Nepal,NPL,..,88.3300018310547,..,..,..,90,..,..,..,..,85.6772994995117,..,..,..,..,82.9000015258789,84.1999969482422,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,North America,NAC,71.0113255808583,71.1442739927907,71.4282244970645,70.4578927189577,69.4378493096964,68.7639920197383,69.0365758568934,69.4076422641231,69.8169212882354,69.5713283694796,68.4469817391095,64.5979881367398,63.8579250473433,64.0606593752165,64.8701639800328,64.5225866366823,64.9292899543972,65.3412493732643,65.6771660755505,65.9670102305855,66.2277357078722
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Norway,NOR,75.8084030151367,75.2359008789063,75.5058975219727,75.1595001220703,74.6297988891602,73.0542984008789,72.5334014892578,72.3714981079102,72.8033981323242,73.890998840332,74.7883987426758,72.796501159668,71.8453979492188,71.4210968017578,71.6389007568359,71.0779037475586,64.3170013427734,64.5300979614258,63.2853012084961,62.893798828125,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Oman,OMN,..,..,47.8300018310547,..,..,..,..,..,..,..,76.477668762207,..,74.9100036621094,..,..,..,..,..,86.2300033569336,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Pakistan,PAK,84.0400009155273,..,82.3499984741211,..,80.9400024414063,..,81.2699966430664,..,79.5734024047852,79.5798034667969,79.0652008056641,78.5363006591797,78.276496887207,77.9720001220703,..,77.0111999511719,77.2617034912109,77.499397277832,..,..,77.1704025268555
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Poland,POL,59.712100982666,56.9199981689453,54.8069000244141,53.1741981506348,50.8651008605957,50.2116012573242,50.5797004699707,52.4049987792969,54.0962982177734,56.3623008728027,58.6430015563965,58.4994010925293,57.7871017456055,58.2630996704102,58.2261009216309,58.1699981689453,59.19580078125,59.8460006713867,60.8597984313965,62.0089988708496,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Portugal,PRT,67.5494995117188,66.9736022949219,67.6112976074219,68.1947021484375,68.073600769043,66.3518981933594,65.6407012939453,64.5212020874023,64.7679977416992,64.5848999023438,64.4633026123047,61.7332992553711,60.6637992858887,58.8148994445801,55.9865989685059,54.6944999694824,55.8170013427734,56.3205986022949,57.0665016174316,59.1138000488281,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Philippines,PHL,..,..,..,73.3134994506836,72.0999984741211,72.9492034912109,73.9821014404297,73.2424011230469,72.5267028808594,72.693603515625,72.6598968505859,72.4941024780273,72.3692016601563,73.1445999145508,72.6894989013672,72.2841033935547,72.7527008056641,..,73.0939025878906,71.5128021240234,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Romania,ROU,67.9697036743164,66.8199005126953,65.8236999511719,64.8623962402344,59.2373008728027,58.6134986877441,57.339599609375,56.7440986633301,57.4772987365723,58.0779991149902,58.5732002258301,57.9981002807617,59.353099822998,57.8899002075195,58.9429016113281,58.7830009460449,59.459098815918,59.6128997802734,59.4424018859863,60.9977989196777,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Russian Federation,RUS,58.7210006713867,62.0540008544922,63.7939987182617,63.548999786377,64.504997253418,63.9809989929199,64.9010009765625,65.8639984130859,65.9960021972656,67.7720031738281,68.5960006713867,66.8690032958984,68.0198974609375,69.2089996337891,70.3753967285156,70.3902969360352,70.9942016601563,71.132698059082,71.5692977905273,67.5115966796875,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Saudi Arabia,SAU,..,70.8000030517578,72.4000015258789,71.5999984741211,70.5,..,..,..,70.8000030517578,71.3600006103516,71.7200012207031,71.5500030517578,..,73.9300003051758,75.5400009155273,76.120002746582,76.0299987792969,75.7300033569336,79.6500015258789,75.879997253418,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Singapore,SGP,62.1199989318848,74.1999969482422,72.3300018310547,74.9000015258789,72.9000015258789,71.6999969482422,71.5,..,73.0400009155273,72.1900024414063,73.3099975585938,72.1699981689453,73.5100021362305,72.9300003051758,73.4400024414063,73.1800003051758,73.3000030517578,73.9000015258789,73.3199996948242,72.9700012207031,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Serbia,SRB,..,..,..,..,..,..,..,52.4300003051758,49.3300018310547,50.2900009155273,53.1748008728027,49.1411018371582,45.2627983093262,43.119800567627,42.7755012512207,45.1940002441406,49.5382995605469,50.1744995117188,52.7719993591309,54.2237014770508,55.3437004089355
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,South Asia,SAS,..,..,81.0036474836177,..,..,..,..,80.5341805309598,..,..,..,..,78.1903819771804,..,77.0789471445685,..,..,..,..,..,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,South Africa,ZAF,43.2999992370605,45,44.5976982116699,44.1133995056152,28.7171001434326,42.4748992919922,42.8720016479492,44.2234001159668,44.7523994445801,45.6733016967773,51.7127990722656,48.7098007202148,46.7332000732422,46.396900177002,46.5922012329102,46.6342010498047,46.6902008056641,47.6515998840332,46.9902000427246,46.86669921875,46.6757011413574
