Rank,Year,Month,Day,Year_to_Date_Rank,Last_Week_Rank,Title,Type,Exclusive,Release_Date,Days_in_Top_10,Viewership_Score
5,2021,5,10,4,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",17,130
6,2021,5,10,5,2,Shadow and Bone,TV Show,Yes,"Apr 23, 2021",17,147
7,2021,5,10,6,-,Monster,Movie,Yes,"May 7, 2021",3,11
8,2021,5,10,7,4,Madagascar 3: Europe's Most…,Movie,No,"May 1, 2021",9,53
9,2021,5,10,-,-,StartUp,TV Show,No,"May 4, 2021",1,2
10,2021,5,10,8,8,Cocomelon,TV Show,No,"Jun 1, 2020",199,659
1,2021,5,11,1,-,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",4,40
2,2021,5,11,2,1,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",11,104
3,2021,5,11,3,-,The Sons of Sam: A Descent …,TV Show,Yes,"May 5, 2021",5,43
4,2021,5,11,4,-,Dead Man Down,Movie,No,"Nov 6, 2013",3,15
5,2021,5,11,5,-,Selena: The Series,TV Show,Yes,"Dec 4, 2020",18,136
6,2021,5,11,9,-,StartUp,TV Show,No,"May 4, 2021",2,7
7,2021,5,11,6,2,Shadow and Bone,TV Show,Yes,"Apr 23, 2021",18,151
8,2021,5,11,7,-,Monster,Movie,Yes,"May 7, 2021",4,14
9,2021,5,11,10,10,Cocomelon,TV Show,No,"Jun 1, 2020",200,661
10,2021,5,11,8,3,Madagascar 3: Europe's Most…,Movie,No,"May 1, 2021",10,54
1,2021,5,12,1,-,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",5,50
2,2021,5,12,2,1,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",12,113
3,2021,5,12,6,-,StartUp,TV Show,No,"May 4, 2021",3,15
4,2021,5,12,3,-,The Sons of Sam: A Descent …,TV Show,Yes,"May 5, 2021",6,50
5,2021,5,12,5,3,Selena: The Series,TV Show,Yes,"Dec 4, 2020",19,142
6,2021,5,12,7,2,Shadow and Bone,TV Show,Yes,"Apr 23, 2021",19,156
7,2021,5,12,4,-,Dead Man Down,Movie,No,"Nov 6, 2013",4,19
8,2021,5,12,9,10,Cocomelon,TV Show,No,"Jun 1, 2020",201,664
9,2021,5,12,8,-,Monster,Movie,Yes,"May 7, 2021",5,16
10,2021,5,12,10,4,Madagascar 3: Europe's Most…,Movie,No,"May 1, 2021",11,55
1,2021,5,13,1,-,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",6,60
2,2021,5,13,-,-,The Upshaws,TV Show,Yes,"May 12, 2021",1,9
3,2021,5,13,2,1,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",13,121
4,2021,5,13,3,-,StartUp,TV Show,No,"May 4, 2021",4,22
5,2021,5,13,4,-,The Sons of Sam: A Descent …,TV Show,Yes,"May 5, 2021",7,56
6,2021,5,13,8,10,Cocomelon,TV Show,No,"Jun 1, 2020",202,669
7,2021,5,13,5,3,Selena: The Series,TV Show,Yes,"Dec 4, 2020",20,146
8,2021,5,13,6,2,Shadow and Bone,TV Show,Yes,"Apr 23, 2021",20,159
9,2021,5,13,7,-,Dead Man Down,Movie,No,"Nov 6, 2013",5,21
10,2021,5,13,10,4,Madagascar 3: Europe's Most…,Movie,No,"May 1, 2021",12,56
1,2021,5,14,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",2,19
2,2021,5,14,1,-,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",7,69
3,2021,5,14,4,-,StartUp,TV Show,No,"May 4, 2021",5,30
4,2021,5,14,3,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",14,128
5,2021,5,14,-,-,CastleVania,TV Show,Yes,"Jul 7, 2017",1,6
6,2021,5,14,6,7,Cocomelon,TV Show,No,"Jun 1, 2020",203,674
7,2021,5,14,5,1,The Sons of Sam: A Descent …,TV Show,Yes,"May 5, 2021",8,60
8,2021,5,14,7,3,Selena: The Series,TV Show,Yes,"Dec 4, 2020",21,149
9,2021,5,14,8,5,Shadow and Bone,TV Show,Yes,"Apr 23, 2021",21,161
10,2021,5,14,9,-,Dead Man Down,Movie,No,"Nov 6, 2013",6,22
1,2021,5,15,-,-,The Woman in the Window,Movie,Yes,"May 14, 2021",1,10
2,2021,5,15,1,-,The Upshaws,TV Show,Yes,"May 12, 2021",3,28
3,2021,5,15,2,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",8,77
4,2021,5,15,4,3,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",15,135
5,2021,5,15,3,-,StartUp,TV Show,No,"May 4, 2021",6,36
6,2021,5,15,-,-,Jungle Beat: The Movie,Movie,No,"May 14, 2021",1,5
7,2021,5,15,5,-,CastleVania,TV Show,Yes,"Jul 7, 2017",2,10
8,2021,5,15,6,8,Cocomelon,TV Show,No,"Jun 1, 2020",204,677
9,2021,5,15,-,-,Halston,TV Show,Yes,"May 14, 2021",1,2
10,2021,5,15,-,-,I Am All Girls,Movie,Yes,"May 14, 2021",1,1
1,2021,5,16,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",2,20
2,2021,5,16,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",4,37
3,2021,5,16,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",9,85
4,2021,5,16,4,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",16,142
5,2021,5,16,-,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",1,6
6,2021,5,16,9,-,Halston,TV Show,Yes,"May 14, 2021",2,7
7,2021,5,16,5,-,StartUp,TV Show,No,"May 4, 2021",7,40
8,2021,5,16,10,-,I Am All Girls,Movie,Yes,"May 14, 2021",2,4
9,2021,5,16,8,8,Cocomelon,TV Show,No,"Jun 1, 2020",205,679
10,2021,5,16,7,-,CastleVania,TV Show,Yes,"Jul 7, 2017",3,11
1,2021,5,17,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",3,30
2,2021,5,17,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",5,46
3,2021,5,17,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",10,93
4,2021,5,17,5,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",2,13
5,2021,5,17,4,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",17,148
6,2021,5,17,6,-,Halston,TV Show,Yes,"May 14, 2021",3,12
7,2021,5,17,8,-,I Am All Girls,Movie,Yes,"May 14, 2021",3,8
8,2021,5,17,7,9,StartUp,TV Show,No,"May 4, 2021",8,43
9,2021,5,17,-,-,Jungle Beat: The Movie,Movie,No,"May 14, 2021",2,7
10,2021,5,17,9,10,Cocomelon,TV Show,No,"Jun 1, 2020",206,680
1,2021,5,18,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",4,40
2,2021,5,18,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",6,55
3,2021,5,18,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",11,101
4,2021,5,18,4,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",3,20
5,2021,5,18,5,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",18,154
6,2021,5,18,6,-,Halston,TV Show,Yes,"May 14, 2021",4,17
7,2021,5,18,7,-,I Am All Girls,Movie,Yes,"May 14, 2021",4,12
8,2021,5,18,8,6,StartUp,TV Show,No,"May 4, 2021",9,46
9,2021,5,18,9,-,Jungle Beat: The Movie,Movie,No,"May 14, 2021",3,9
10,2021,5,18,10,9,Cocomelon,TV Show,No,"Jun 1, 2020",207,681
1,2021,5,19,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",5,50
2,2021,5,19,2,-,The Upshaws,TV Show,Yes,"May 12, 2021",7,64
3,2021,5,19,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",12,109
4,2021,5,19,8,3,StartUp,TV Show,No,"May 4, 2021",10,53
5,2021,5,19,5,2,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",19,160
6,2021,5,19,7,-,I Am All Girls,Movie,Yes,"May 14, 2021",5,17
7,2021,5,19,10,8,Cocomelon,TV Show,No,"Jun 1, 2020",208,685
8,2021,5,19,9,-,Jungle Beat: The Movie,Movie,No,"May 14, 2021",4,12
9,2021,5,19,4,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",4,22
10,2021,5,19,6,-,Halston,TV Show,Yes,"May 14, 2021",5,18
1,2021,5,20,-,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",29,211
2,2021,5,20,1,-,The Woman in the Window,Movie,Yes,"May 14, 2021",6,59
3,2021,5,20,2,2,The Upshaws,TV Show,Yes,"May 12, 2021",8,72
4,2021,5,20,3,1,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",13,116
5,2021,5,20,4,4,StartUp,TV Show,No,"May 4, 2021",11,59
6,2021,5,20,5,3,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",20,165
7,2021,5,20,7,6,Cocomelon,TV Show,No,"Jun 1, 2020",209,689
8,2021,5,20,8,-,Jungle Beat: The Movie,Movie,No,"May 14, 2021",5,15
9,2021,5,20,6,-,I Am All Girls,Movie,Yes,"May 14, 2021",6,19
10,2021,5,20,9,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",5,23
1,2021,5,21,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",30,221
2,2021,5,21,2,-,The Woman in the Window,Movie,Yes,"May 14, 2021",7,68
3,2021,5,21,3,1,The Upshaws,TV Show,Yes,"May 12, 2021",9,80
4,2021,5,21,4,2,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",14,123
5,2021,5,21,5,3,StartUp,TV Show,No,"May 4, 2021",12,65
6,2021,5,21,-,-,Sabotage,Movie,No,"May 19, 2021",1,5
7,2021,5,21,7,6,Cocomelon,TV Show,No,"Jun 1, 2020",210,693
8,2021,5,21,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",21,168
9,2021,5,21,8,-,Jungle Beat: The Movie,Movie,No,"May 14, 2021",6,17
10,2021,5,21,10,-,"Love, Death & Robots",TV Show,Yes,"Mar 15, 2019",6,24
1,2021,5,22,-,-,Army of the Dead,Movie,Yes,"May 21, 2021",1,10
2,2021,5,22,1,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",31,230
3,2021,5,22,2,1,The Woman in the Window,Movie,Yes,"May 14, 2021",8,76
4,2021,5,22,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",18,113
5,2021,5,22,3,2,The Upshaws,TV Show,Yes,"May 12, 2021",10,86
6,2021,5,22,8,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",22,173
7,2021,5,22,7,8,Cocomelon,TV Show,No,"Jun 1, 2020",211,697
8,2021,5,22,4,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",15,126
9,2021,5,22,5,5,StartUp,TV Show,No,"May 4, 2021",13,67
10,2021,5,22,6,-,Sabotage,Movie,No,"May 19, 2021",2,6
1,2021,5,23,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",2,20
2,2021,5,23,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",32,239
3,2021,5,23,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",9,84
4,2021,5,23,4,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",19,120
5,2021,5,23,6,4,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",23,179
6,2021,5,23,5,2,The Upshaws,TV Show,Yes,"May 12, 2021",11,91
7,2021,5,23,10,-,Sabotage,Movie,No,"May 19, 2021",3,10
8,2021,5,23,7,9,Cocomelon,TV Show,No,"Jun 1, 2020",212,700
9,2021,5,23,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",16,128
10,2021,5,23,9,7,StartUp,TV Show,No,"May 4, 2021",14,68
1,2021,5,24,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",3,30
2,2021,5,24,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",33,248
3,2021,5,24,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",10,92
4,2021,5,24,7,-,Sabotage,Movie,No,"May 19, 2021",4,17
5,2021,5,24,4,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",20,126
6,2021,5,24,5,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",24,184
7,2021,5,24,6,2,The Upshaws,TV Show,Yes,"May 12, 2021",12,95
8,2021,5,24,9,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",17,131
9,2021,5,24,10,8,StartUp,TV Show,No,"May 4, 2021",15,70
10,2021,5,24,8,10,Cocomelon,TV Show,No,"Jun 1, 2020",213,701
1,2021,5,25,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",4,40
2,2021,5,25,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",34,257
3,2021,5,25,3,1,The Woman in the Window,Movie,Yes,"May 14, 2021",11,100
4,2021,5,25,4,-,Sabotage,Movie,No,"May 19, 2021",5,24
5,2021,5,25,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",21,132
6,2021,5,25,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",25,189
7,2021,5,25,7,2,The Upshaws,TV Show,Yes,"May 12, 2021",13,99
8,2021,5,25,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",18,134
9,2021,5,25,9,8,StartUp,TV Show,No,"May 4, 2021",16,72
10,2021,5,25,10,10,Cocomelon,TV Show,No,"Jun 1, 2020",214,702
1,2021,5,26,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",5,50
2,2021,5,26,-,-,Home,Movie,No,"May 25, 2021",1,9
3,2021,5,26,2,-,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",35,265
4,2021,5,26,10,7,Cocomelon,TV Show,No,"Jun 1, 2020",215,709
5,2021,5,26,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",22,138
6,2021,5,26,9,4,StartUp,TV Show,No,"May 4, 2021",17,77
7,2021,5,26,7,2,The Upshaws,TV Show,Yes,"May 12, 2021",14,103
8,2021,5,26,8,3,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",19,137
9,2021,5,26,6,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",26,191
10,2021,5,26,4,-,Sabotage,Movie,No,"May 19, 2021",6,25
1,2021,5,27,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",6,60
2,2021,5,27,2,-,Home,Movie,No,"May 25, 2021",2,18
3,2021,5,27,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",36,273
4,2021,5,27,4,7,Cocomelon,TV Show,No,"Jun 1, 2020",216,716
5,2021,5,27,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",23,144
6,2021,5,27,6,5,StartUp,TV Show,No,"May 4, 2021",18,82
7,2021,5,27,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",27,195
8,2021,5,27,7,3,The Upshaws,TV Show,Yes,"May 12, 2021",15,106
9,2021,5,27,8,4,Jupiterâs Legacy,TV Show,Yes,"May 7, 2021",20,139
10,2021,5,27,10,-,Sabotage,Movie,No,"May 19, 2021",7,26
1,2021,5,28,2,-,Home,Movie,No,"May 25, 2021",3,28
2,2021,5,28,1,-,Army of the Dead,Movie,Yes,"May 21, 2021",7,69
3,2021,5,28,-,-,Blue Miracle,Movie,Yes,"May 27, 2021",1,8
4,2021,5,28,-,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",1,7
5,2021,5,28,3,1,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",37,279
6,2021,5,28,4,7,Cocomelon,TV Show,No,"Jun 1, 2020",217,721
7,2021,5,28,7,8,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",28,199
8,2021,5,28,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",24,147
9,2021,5,28,6,5,StartUp,TV Show,No,"May 4, 2021",19,84
10,2021,5,28,8,3,The Upshaws,TV Show,Yes,"May 12, 2021",16,107
1,2021,5,29,-,-,Lucifer,TV Show,No,"Dec 15, 2018",21,146
2,2021,5,29,1,-,Home,Movie,No,"May 25, 2021",4,37
3,2021,5,29,-,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",1,8
4,2021,5,29,2,1,Army of the Dead,Movie,Yes,"May 21, 2021",8,76
5,2021,5,29,3,-,Blue Miracle,Movie,Yes,"May 27, 2021",2,14
6,2021,5,29,4,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",2,12
7,2021,5,29,-,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",1,4
8,2021,5,29,6,7,Cocomelon,TV Show,No,"Jun 1, 2020",218,724
9,2021,5,29,5,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",38,281
10,2021,5,29,7,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",29,200
1,2021,5,30,1,-,Lucifer,TV Show,No,"Dec 15, 2018",23,166
2,2021,5,30,3,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",2,17
3,2021,5,30,2,-,Home,Movie,No,"May 25, 2021",5,45
4,2021,5,30,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",9,83
5,2021,5,30,5,-,Blue Miracle,Movie,Yes,"May 27, 2021",3,20
6,2021,5,30,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",3,17
7,2021,5,30,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",2,8
8,2021,5,30,8,8,Cocomelon,TV Show,No,"Jun 1, 2020",219,727
9,2021,5,30,10,5,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",30,202
10,2021,5,30,9,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",39,282
1,2021,5,31,1,-,Lucifer,TV Show,No,"Dec 15, 2018",24,176
2,2021,5,31,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",3,26
3,2021,5,31,3,-,Home,Movie,No,"May 25, 2021",6,53
4,2021,5,31,5,-,Blue Miracle,Movie,Yes,"May 27, 2021",4,27
5,2021,5,31,4,1,Army of the Dead,Movie,Yes,"May 21, 2021",10,89
6,2021,5,31,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",4,22
7,2021,5,31,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",3,12
8,2021,5,31,8,10,Cocomelon,TV Show,No,"Jun 1, 2020",220,730
9,2021,5,31,9,6,The Mitchells vs. The Machines,Movie,Yes,"Apr 30, 2021",31,204
10,2021,5,31,10,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",40,283
1,2021,6,1,1,-,Lucifer,TV Show,No,"Dec 15, 2018",25,186
2,2021,6,1,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",4,35
3,2021,6,1,3,-,Home,Movie,No,"May 25, 2021",7,61
4,2021,6,1,4,-,Blue Miracle,Movie,Yes,"May 27, 2021",5,34
5,2021,6,1,5,1,Army of the Dead,Movie,Yes,"May 21, 2021",11,95
6,2021,6,1,-,-,Dirty John,TV Show,No,"Nov 25, 2019",1,5
7,2021,6,1,6,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",5,26
8,2021,6,1,7,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",4,15
9,2021,6,1,8,10,Cocomelon,TV Show,No,"Jun 1, 2020",221,732
10,2021,6,1,10,2,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",41,284
1,2021,6,2,1,-,Lucifer,TV Show,No,"Dec 15, 2018",26,196
2,2021,6,2,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",5,44
3,2021,6,2,6,-,Dirty John,TV Show,No,"Nov 25, 2019",2,13
4,2021,6,2,3,2,Home,Movie,No,"May 25, 2021",8,68
5,2021,6,2,9,4,Cocomelon,TV Show,No,"Jun 1, 2020",222,738
6,2021,6,2,4,-,Blue Miracle,Movie,Yes,"May 27, 2021",6,39
7,2021,6,2,5,1,Army of the Dead,Movie,Yes,"May 21, 2021",12,99
8,2021,6,2,7,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",6,29
9,2021,6,2,8,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",5,17
10,2021,6,2,10,3,Who Killed Sara?,TV Show,Yes,"Mar 24, 2021",42,285
1,2021,6,3,1,-,Lucifer,TV Show,No,"Dec 15, 2018",27,206
2,2021,6,3,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",6,53
3,2021,6,3,3,-,Dirty John,TV Show,No,"Nov 25, 2019",3,21
4,2021,6,3,4,2,Home,Movie,No,"May 25, 2021",9,75
5,2021,6,3,5,4,Cocomelon,TV Show,No,"Jun 1, 2020",223,744
6,2021,6,3,-,-,2 Hearts,Movie,No,"Jun 2, 2021",1,5
7,2021,6,3,8,-,Ragnarok,TV Show,Yes,"Jan 31, 2020",7,33
8,2021,6,3,7,1,Army of the Dead,Movie,Yes,"May 21, 2021",13,102
9,2021,6,3,6,-,Blue Miracle,Movie,Yes,"May 27, 2021",7,41
10,2021,6,3,9,-,The Kominsky Method,TV Show,Yes,"Nov 16, 2018",6,18
1,2021,6,4,1,-,Lucifer,TV Show,No,"Dec 15, 2018",28,216
2,2021,6,4,3,-,Dirty John,TV Show,No,"Nov 25, 2019",4,30
3,2021,6,4,2,-,Dog Gone Trouble,Movie,Yes,"May 28, 2021",7,61
4,2021,6,4,4,1,Home,Movie,No,"May 25, 2021",10,82
5,2021,6,4,6,-,2 Hearts,Movie,No,"Jun 2, 2021",2,11
6,2021,6,4,5,6,Cocomelon,TV Show,No,"Jun 1, 2020",224,749
7,2021,6,4,7,4,Ragnarok,TV Show,Yes,"Jan 31, 2020",8,37
8,2021,6,4,8,2,Army of the Dead,Movie,Yes,"May 21, 2021",14,105
9,2021,6,4,9,3,Blue Miracle,Movie,Yes,"May 27, 2021",8,43
10,2021,6,4,-,-,Kim's Convenience,TV Show,Yes,"Jul 13, 2018",1,1
1,2021,6,5,1,1,Lucifer,TV Show,No,"Dec 15, 2018",29,226
2,2021,6,5,-,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",1,9
3,2021,6,5,2,-,Dirty John,TV Show,No,"Nov 25, 2019",5,38
4,2021,6,5,3,3,Dog Gone Trouble,Movie,Yes,"May 28, 2021",8,68
5,2021,6,5,4,2,Home,Movie,No,"May 25, 2021",11,88
6,2021,6,5,6,8,Cocomelon,TV Show,No,"Jun 1, 2020",225,754
7,2021,6,5,5,-,2 Hearts,Movie,No,"Jun 2, 2021",3,15
8,2021,6,5,8,4,Army of the Dead,Movie,Yes,"May 21, 2021",15,108
9,2021,6,5,-,-,Monsters vs. Aliens,Movie,No,"Jun 1, 2021",1,2
10,2021,6,5,10,-,Kim's Convenience,TV Show,Yes,"Jul 13, 2018",2,2
1,2021,6,6,2,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",2,19
2,2021,6,6,1,1,Lucifer,TV Show,No,"Dec 15, 2018",30,235
3,2021,6,6,3,-,Dirty John,TV Show,No,"Nov 25, 2019",6,46
4,2021,6,6,7,-,2 Hearts,Movie,No,"Jun 2, 2021",4,22
5,2021,6,6,4,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",9,74
6,2021,6,6,5,3,Home,Movie,No,"May 25, 2021",12,93
7,2021,6,6,6,8,Cocomelon,TV Show,No,"Jun 1, 2020",226,758
8,2021,6,6,-,-,Xtreme,Movie,Yes,"Jun 4, 2021",1,3
9,2021,6,6,8,4,Army of the Dead,Movie,Yes,"May 21, 2021",16,110
10,2021,6,6,9,-,Monsters vs. Aliens,Movie,No,"Jun 1, 2021",2,3
1,2021,6,7,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",3,29
2,2021,6,7,2,1,Lucifer,TV Show,No,"Dec 15, 2018",31,244
3,2021,6,7,4,-,2 Hearts,Movie,No,"Jun 2, 2021",5,30
4,2021,6,7,3,-,Dirty John,TV Show,No,"Nov 25, 2019",7,53
5,2021,6,7,7,8,Cocomelon,TV Show,No,"Jun 1, 2020",227,764
6,2021,6,7,6,3,Home,Movie,No,"May 25, 2021",13,98
7,2021,6,7,5,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",10,78
8,2021,6,7,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",2,6
9,2021,6,7,9,5,Army of the Dead,Movie,Yes,"May 21, 2021",17,112
10,2021,6,7,10,-,Monsters vs. Aliens,Movie,No,"Jun 1, 2021",3,4
1,2021,6,8,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",4,39
2,2021,6,8,2,1,Lucifer,TV Show,No,"Dec 15, 2018",32,253
3,2021,6,8,3,-,2 Hearts,Movie,No,"Jun 2, 2021",6,38
4,2021,6,8,4,6,Dirty John,TV Show,No,"Nov 25, 2019",8,60
5,2021,6,8,5,9,Cocomelon,TV Show,No,"Jun 1, 2020",228,770
6,2021,6,8,6,3,Home,Movie,No,"May 25, 2021",14,103
7,2021,6,8,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",11,82
8,2021,6,8,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",3,9
9,2021,6,8,10,-,Monsters vs. Aliens,Movie,No,"Jun 1, 2021",4,6
10,2021,6,8,-,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,"May 30, 2021",1,1
1,2021,6,9,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",5,49
2,2021,6,9,2,1,Lucifer,TV Show,No,"Dec 15, 2018",33,262
3,2021,6,9,3,-,2 Hearts,Movie,No,"Jun 2, 2021",7,46
4,2021,6,9,4,3,Dirty John,TV Show,No,"Nov 25, 2019",9,67
5,2021,6,9,5,5,Cocomelon,TV Show,No,"Jun 1, 2020",229,776
6,2021,6,9,6,4,Home,Movie,No,"May 25, 2021",15,108
7,2021,6,9,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",12,86
8,2021,6,9,8,-,Xtreme,Movie,Yes,"Jun 4, 2021",4,12
9,2021,6,9,9,-,Monsters vs. Aliens,Movie,No,"Jun 1, 2021",5,8
10,2021,6,9,-,7,Army of the Dead,Movie,Yes,"May 21, 2021",18,113
1,2021,6,10,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",6,59
2,2021,6,10,-,-,Awake,Movie,Yes,"Jun 9, 2021",1,9
3,2021,6,10,2,1,Lucifer,TV Show,No,"Dec 15, 2018",34,270
4,2021,6,10,5,5,Cocomelon,TV Show,No,"Jun 1, 2020",230,783
5,2021,6,10,4,3,Dirty John,TV Show,No,"Nov 25, 2019",10,73
6,2021,6,10,3,6,2 Hearts,Movie,No,"Jun 2, 2021",8,51
7,2021,6,10,6,4,Home,Movie,No,"May 25, 2021",16,112
8,2021,6,10,7,2,Dog Gone Trouble,Movie,Yes,"May 28, 2021",13,89
9,2021,6,10,9,-,Monsters vs. Aliens,Movie,No,"Jun 1, 2021",6,10
10,2021,6,10,-,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,"May 30, 2021",2,2
1,2021,6,11,1,-,Sweet Tooth,TV Show,Yes,"Jun 4, 2021",7,69
2,2021,6,11,2,-,Awake,Movie,Yes,"Jun 9, 2021",2,18
3,2021,6,11,-,-,Manifest,TV Show,No,"Jun 10, 2021",1,8
4,2021,6,11,3,1,Lucifer,TV Show,No,"Dec 15, 2018",35,277
5,2021,6,11,4,6,Cocomelon,TV Show,No,"Jun 1, 2020",231,789
